OTU,Kingdom,Phylum ,Class,Order,Family,Genus,Species
HQ767933.1.1417,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
KC189767.1.1476,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
HM324526.1.1348,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Anaerococcus,uncultured bacterium
AM887695.1.1385,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera,
KP204507.1.1440,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium, Ambiguous_taxa
HF912247.1.1316,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus
JN033775.1.1439,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,uncultured bacterium
HG795740.1.1502,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,
JQ278820.1.1460,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
HE608873.1.1389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,
HQ406770.1.1429,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. TY17OpD
JN825354.1.1333,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
BX294778.1.1277,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula,uncultured bacterium
HM778180.1.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,uncultured bacterium
JX505168.1.1467,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,YNPFFP1,uncultured bacterium,uncultured bacterium
GU172199.1.1455,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured bacterium
KC442450.1.1451,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,TM146,uncultured actinobacterium,uncultured actinobacterium
HM778994.1.1484,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas allosaccharophila
AB218877.1.1423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Koukoulia,
GQ044204.1.1368,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
FJ658070.1.1389,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Empedobacter,
AJ458501.1.1403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis, Ambiguous_taxa
KP174630.1.1422,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,
EU777770.1.1431,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,uncultured bacterium
FJ230932.1.1445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
HM798645.1.1351,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
KM974889.1.1446,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,
GQ396960.1.1456,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium,uncultured bacterium
KC157041.1.1405,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
HQ639491.1.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,Raoultella ornithinolytica
AYTB01000001.179.1714,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,uncultured bacterium
KR088602.1.1446,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. AB_95
FN667179.1.1460,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
AY191846.1.1406,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,
CU918149.1.1306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
KC358353.1.1274,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,,
JQ738715.1.1513,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
JQ694712.1.1422,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus, Ambiguous_taxa
JQ200987.1.1370,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,uncultured bacterium
KJ412976.1.1291,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium, Ambiguous_taxa
LC026829.1.1472,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
JQ941813.1.1356,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured bacterium
EU434404.1.1453,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,uncultured bacterium
HM778909.1.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
FJ999606.1.1357,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,uncultured cyanobacterium
KC358511.1.1287,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
GQ448866.1.1384,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter pulmonis
FJ405280.1.1530,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,,
JF186623.1.1366,Bacteria,,,,,,
HQ640507.1.1436,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 13,
DQ831531.1.1513,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus, Ambiguous_taxa
HM273257.1.1284,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,uncultured bacterium
KC432217.1.1330,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 3,uncultured bacterium
CANP01000009.69.1592,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
GQ898233.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,
KC775412.1.1233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium, Ambiguous_taxa
LN558651.1.1417,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,
FN814307.1.1438,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,
EF516339.1.1420,Bacteria,Chloroflexi,KD4-96,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
JQ855614.1.1252,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,uncultured bacterium
FJ670927.1.1391,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Flaviflexus,
HM461175.1.1463,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
HM270499.1.1361,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
GQ025073.1.1307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis, Ambiguous_taxa
JN869172.1.1478,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,
ATUR01000002.766675.768145,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
EU134193.1.1298,Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
EU132666.1.1332,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured bacterium,uncultured bacterium
KF099357.1.1346,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Parvimonas,uncultured bacterium
JQ993877.1.1518,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
ADAJ01000008.1954205.1955740,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio, Ambiguous_taxa
HQ425319.1.1296,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,
JQ684273.1.1499,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,
GU356339.1.1377,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
LMRC01000031.269390.270879,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,
JQ407916.1.1351,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,uncultured,uncultured bacterium
HM297996.1.1282,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus zeaxanthinifaciens
KM108698.1.1449,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,
KM253197.1.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rudaea,
AY349411.1.1480,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
HM273729.1.1345,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,uncultured bacterium
HQ178928.1.1409,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured, Ambiguous_taxa
FJ208806.1.1370,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
AJ244799.1.1333,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,uncultured,Gram-positive bacterium SOGA22
JF124099.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
AF216951.1.1408,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus, Ambiguous_taxa
HM129050.1.1486,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,
KJ923771.1.1694,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
DQ499312.1.1482,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula,uncultured bacterium
KF934427.1.1450,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
JX843447.1.1465,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
EU706135.1.1232,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. IGCAR-9/07
AB637320.1.1481,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium, Ambiguous_taxa
HM331100.1.1367,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
GQ097290.1.1344,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,uncultured bacterium
AM934721.1.1311,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,uncultured,uncultured Acetobacteraceae bacterium
AB696388.1.1359,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
AB610885.1.1478,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,uncultured bacterium
BX294677.1.1279,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,
EU489723.1.1548,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus, Ambiguous_taxa
JX079434.1.1539,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. IGCAR-1/07
GQ451699.1.1504,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea, Ambiguous_taxa
JF190086.1.1367,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
EU741021.1.1401,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas, Ambiguous_taxa
KF101117.1.1382,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Pullulanibacillus,
JQ452784.1.1408,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
JQ231163.1.1391,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella, Ambiguous_taxa
AM882997.1.1541,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella, Ambiguous_taxa
EU777823.1.1401,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,uncultured bacterium
LK392921.1.1351,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
GU941106.1.1394,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,uncultured bacterium
JN391753.1.1499,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Azohydromonas,uncultured bacterium
HQ118264.1.1458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured bacterium
GU305793.1.1450,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,,
AB286478.1.1415,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1, Ambiguous_taxa
JN868812.1.1526,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,
GU559788.1.1398,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,uncultured bacterium
HQ739841.1.1443,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,
AB074639.1.1270,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,
HW067156.1.1381,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter, Ambiguous_taxa
FJ820409.1.1488,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,
JX521643.1.1497,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,uncultured bacterium
KJ783038.1.1479,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured bacterium,uncultured bacterium
AB425934.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus vaginalis
JQ461375.1.1404,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
HM778822.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured bacterium
KC554453.1.1518,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,
EU135482.1.1312,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium,uncultured bacterium
HM142071.1.1444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium, Ambiguous_taxa
EU460605.1.1365,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
HM798810.1.1381,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
JF175263.1.1367,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
GU225957.1.1451,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
KF831408.1.1448,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
KU055631.1.1428,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,uncultured,
FJ382716.1.1310,Bacteria,Cyanobacteria,Chloroplast,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
JF189991.1.1339,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,uncultured,uncultured bacterium
DQ816149.1.1483,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
KF625185.1.1748,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis
AB274746.1.1222,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria, Ambiguous_taxa
EU135254.1.1302,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
GU930756.1.1346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella, Ambiguous_taxa
JF157773.1.1369,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
FJ269069.1.1495,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,uncultured bacterium
HQ595196.1.1505,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
FJ658539.1.1398,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
FJ976611.1.1391,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus
EU132911.1.1372,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Gsoil-1167,uncultured bacterium,uncultured bacterium
JF275010.1.1218,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,uncultured,uncultured Holosporaceae bacterium
HQ661270.1.1468,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,TM146,uncultured bacterium,uncultured bacterium
AY326533.1.1445,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae (Subgroup 4),Nov.24,uncultured soil bacterium
AB355041.1.1445,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,
JX441870.1.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
KF095292.1.1331,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,uncultured bacterium
FN667357.1.1469,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus, Ambiguous_taxa
GQ889448.1.1394,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Isosphaera, Ambiguous_taxa
JF309196.1.1486,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
EF088339.1.1415,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Leptolyngbya, Ambiguous_taxa
FJ558481.1.1388,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,uncultured bacterium
KX097303.1.1532,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4 lineage,
FJ940843.1.1506,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Ambiguous_taxa
HE589838.1.1411,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI, Ambiguous_taxa, Ambiguous_taxa
KC286807.1.1502,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,
CP001809.619083.620590,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium, Ambiguous_taxa
KR088584.1.1443,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
CU927611.1.1311,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,uncultured bacterium
GU454918.1.1506,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,uncultured bacterium
JX293351.1.1358,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas, Ambiguous_taxa
KF616637.1.1459,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rubripirellula,uncultured bacterium
JF776920.1.1451,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,
JQ977201.1.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,uncultured bacterium
KC994743.1.1470,Bacteria,Cyanobacteria,Chloroplast, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
EU704957.1.1244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
KC554873.1.1514,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
JF205482.1.1367,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
JQ236850.1.1438,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
JQ202345.1.1372,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,uncultured bacterium
AB679970.1.1332,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas, Ambiguous_taxa
CU919612.1.1290,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Meganema,uncultured bacterium
HQ661207.1.1436,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,uncultured bacterium
JF417867.1.1482,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,uncultured,,
